id,name,alias,IATA,ICAO,callsign,country,active
3986,Pocono Air Lines,,  ,POC,POCONO,United States,f
3987,Podilia-Avia,,  ,PDA,PODILIA,Ukraine,f
3994,Polestar Aviation,,  ,PSR,POLESTAR,United Kingdom,f
3996,Police Aux Frontiers,,  ,POF,AIRPOL,France,f
3997,Police Aviation Services,,  ,PLC,SPECIAL,United Kingdom,f
3998,Polish Air Force,,  ,PLF,POLISH AIRFORCE,Poland,f
3999,Polish Navy,,  ,PNY,POLISH NAVY,Poland,f
4000,Polizeifliegerstaffel Nordrhein-Westfalen,,  ,NRW,HUMMEL,Germany,f
4001,Polizeihibschrauberstaffel Neidersachsen,,  ,PPH,POLICE PHOENIX,Germany,f
4002,Polizeihuberschrauberstaffel Sachsen-Anhalt,,  ,PIK,POLICE IKARUS,Germany,f
4003,Polizeihubschrafterstaffel Rheinland-Pfalz,,  ,SRP,SPERBER,Germany,f
4004,Polizeihubschrauberstaffel Baden-Wurtemberg,,  ,PBW,BUSSARD,Germany,f
4005,Polizeihubschrauberstaffel Bayern,,  ,EDL,POLICE EDELWEISS,Germany,f
4006,Polizeihubschrauberstaffel Brandenburg,,  ,PBB,ADEBAR,Germany,f
4007,Polizeihubschrauberstaffel Hessen,,  ,PHH,IBIS,Germany,f
4008,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,,  ,PMV,POLICE MERLIN,Germany,f
4009,Polizeihubschrauberstaffel Sachsen,,  ,PHS,PASSAT,Germany,f
4010,Polizeihubschrauberstaffel Thuringen,,  ,HBT,HABICHT,Germany,f
4011,Polo Aviation,,  ,CUK,CHUKKA,United Kingdom,f
4012,Polynesian Air-Ways,,  ,PLA,POLYAIR,United States,f
4014,Polynesian Blue,,DJ,PLB,POLYBLUE,New Zealand,f
4015,Polyot Sirena,,1U,   ,"",Russia,f
4016,Pond Air Express,,  ,PND,POND AIR,United States,f
4017,Pont International Airline Services,,  ,PSI,PONT,Suriname,f
4018,Pool Aviation,,  ,PLX,POOLEX,United Kingdom,f
4019,Port Townsend Airways,,  ,PTQ,TOWNSEND,United States,f
4020,Porteadora De Cosola,,  ,POR,PORTEADORA,Mexico,f
4023,Portuguese Air Force,,  ,AFP,PORTUGUESE AIR FORCE,Portugal,f
4024,Portuguese Army,,  ,POA,PORTUGUESE ARMY,Portugal,f
4025,Portuguese Navy,,  ,PON,PORTUGUESE NAVY,Portugal,f
4027,Potosina Del Aire,,  ,PSN,POTOSINA,Mexico,f
4028,Powell Air,,  ,PWL,POWELL AIR,Canada,f
4029,Prairie Flying Service,,  ,PFS,PRAIRIE,United States,f
4030,Pratt and Whitney Canada,,  ,PWC,PRATT,Canada,f
4032,Precision Airlines,,  ,PRE,PRECISION,United States,f
4033,Premiair,,  ,BAT,BALLISTIC,Luxembourg,f
4034,Premiair Aviation Services,,  ,PGL,PREMIERE,United Kingdom,f
4035,Premiair Fliyng Club,,  ,PME,ADUR,United Kingdom,f
4036,Premium Air Shuttle,,  ,EMI,BLUE SHUTTLE,Nigeria,f
4037,Premium Aviation,,  ,PMU,PREMIUM,Germany,f
4038,Presidence Du Faso,,  ,BFA,"",Burkina Faso,f
4039,Presidencia de La Republica de Guinea Ecuatorial,,  ,ONM,"",Equatorial Guinea,f
4040,President Airlines,null,TO,PSD,"",Cambodia,f
4041,Presidential Aviation,,  ,PRD,PRESIDENTIAL,United States,f
4042,Priester Aviation,,  ,PWA,PRIESTER,United States,f
4043,Primair,,  ,PMM,PRIMAVIA,Russia,f
4044,Primaris Airlines,,FE,WCP,WHITECAP,United States,f
4045,Primas Courier,,  ,PMC,PRIMAC,United States,f
4046,Primavia Limited,,  ,CRY,CARRIERS,United Kingdom,f
4047,Prime Air,,  ,PRM,PRIME AIR,United States,f
4048,Prime Aviation,,  ,PKZ,PRAVI,Kazakhstan,f
4049,Prince Edward Air,,  ,CME,COMET,Canada,f
4050,Princely Jets,,  ,PJP,PRINCELY JETS,Pakistan,f
4051,Princess Air,,8Q,   ,"","",f
4052,Princeton Aviation Corporation,,  ,PCN,PRINCETON,United States,f
4053,Priority Air Charter,,  ,PRY,PRIORITY AIR,United States,f
4054,Priority Air Transport,,  ,PAT,PAT,United States,f
4055,Priority Aviation Company,,  ,BCK,BANKCHECK,United States,f
4057,Private Jet Expeditions,,  ,PJE,PEE JAY,United States,f
4058,Private Jet Management,,  ,PJA,PRIVATE FLIGHT,United States,f
4059,Private Wings Flugcharter,,8W,PWF,PRIVATE WINGS,Germany,f
4060,Privilege Style L,,  ,PVG,PRIVILEGE,Spain,f
4061,Pro Air,,  ,PRH,PROHAWK,United States,f
4062,Pro Air Service,,  ,PSZ,POP-AIR,United States,f
4063,Probiz Guinee,,  ,GIY,PROBIZ,Guinea,f
4064,Professional Express Courier Service,,  ,PAD,AIR PROFESSIONAL,United States,f
4065,Professione VOlare,,  ,PVL,VOLARE,Italy,f
4067,Promotora Industria Totolapa,,  ,PTT,TOTOLAPA,Mexico,f
4068,Propair,,  ,PRO,PROPAIR,Canada,f
4069,Propflight Air Services,,  ,PFZ,PROFLIGHT-ZAMBIA,Zambia,f
4070,Propheter Aviation,,  ,PPA,AIR PROP,United States,f
4071,Proteus Helicopteres,,  ,PTH,PROTEUS,France,f
4072,Providence Airline,,  ,PTL,PLANTATION,United States,f
4073,Providence Aviation Services,,  ,AWD,"",Pakistan,f
4074,Provincial Airlines,,  ,SPR,SPEEDAIR,Canada,f
4075,Provincial Express,,  ,PRV,PROVINCIAL,Canada,f
4076,Pskovavia,,  ,PSW,PSKOVAVIA,Russia,f
4077,Psudiklat Perhubungan Udara/PLP,,  ,UDA,UDARA,Indonesia,f
4078,Ptarmigan Airways,,  ,PTA,PTARMIGAN,Canada,f
4079,Publiservicios Aereos,,  ,PSP,PUBLISERVICIOS,Mexico,f
4080,Publivoo,,  ,PUV,PUBLIVOO,Portugal,f
4081,Puerto Rico National Guard,,  ,PNG,"",United States,f
4082,Puerto Vallarta Taxi Aereo,,  ,TXV,TAXIVALLARTA,Mexico,f
4088,Qanot Sharq,,  ,QNT,QANAT SHARQ,Uzbekistan,f
4090,Qatar Air Cargo,,  ,QAC,QATAR CARGO,Qatar,f
4092,Qatar Amiri Flight,,  ,QAF,AMIRI,Qatar,f
4093,Qeshm Air,,  ,IRQ,QESHM AIR,Iran,f
4094,Quantex Environmental,,  ,QTX,AIR QUANTEX,Canada,f
4095,Quebec Government Air Service,,  ,QUE,QUEBEC,Canada,f
4096,Queen Air,,  ,QNA,QUEEN AIR,Dominican Republic,f
4097,Quest Diagnostics,,  ,LBQ,LABQUEST,United States,f
4098,Quick Air Jet Charter,,  ,QAJ,DAGOBERT,Germany,f
4099,Quick Airways Holland,,  ,QAH,QUICK,Netherlands,f
4100,Quisqueya Airlines,,  ,QAS,QUISQUEYA,Haiti,f
4101,Qurinea Air Service,,  ,QAQ,QURINEA AIR,Libya,f
4102,Qwest Commuter Corporation,,  ,QCC,QWEST AIR,United States,f
4103,Qwestair,,  ,QWA,"",Australia,f
4104,Qwila Air,,  ,QWL,Q-CHARTER,South Africa,f
4105,RA Jet Aeroservicios,,  ,RJT,RA JET,Mexico,f
4107,RAF Barkston Heath,,  ,BKH,"",United Kingdom,f
4108,Church Fenton Flying Training Unit,,  ,CFN,CHURCH FENTON,United Kingdom,f
4109,Coltishall Flying Training Unit,,  ,COH,COLT,United Kingdom,f
4110,Coningsby Flying Training Unit,,  ,CBY,TYPHOON,United Kingdom,f
4111,Cottesmore Flying Training Unit,,  ,COT,COTTESMORE,United Kingdom,f
4112,Cranwell Flying Training Unit,,  ,CWL,CRANWELL,United Kingdom,f
4114,Leeming Flying Training Unit,,  ,LEE,JAVELIN,United Kingdom,f
4115,RAF Leuchars,,  ,LCS,LEUCHARS,United Kingdom,f
4116,Linton-on-Ouse Flying Training Unit,,  ,LOP,LINTON ON OUSE,United Kingdom,f
4117,Lossiemouth Flying Training Unit,,  ,LOS,LOSSIE,United Kingdom,f
4118,Marham Flying Training Unit,,  ,MRH,MARHAM,United Kingdom,f
4119,Northwood Headquarters (RAF,,  ,NWO,"",United Kingdom,f
4120,RAF Scampton,,  ,SMZ,SCAMPTON,United Kingdom,f
4121,RAF St Athan,,  ,STN,SAINT ATHAN,UNited Kingdom,f
4122,RAF St Mawgan Search and Rescue,,  ,SMG,"",United Kingdom,f
4123,RAF Topcliffe Flying Training Unit,,  ,TOF,TOPCLIFFE,United Kingdom,f
4124,RAF Valley Flying Training Unit,,  ,VYT,ANGLESEY,United Kingdom,f
4125,RAF Valley SAR Training Unit,,  ,VLL,"",United Kingdom,f
4126,Waddington FTU,,  ,WAD,VULCAN,United Kingdom,f
4127,Wittering FTU,,  ,WIT,STRIKER,United Kingdom,f
4128,RAF-Avia,,  ,MTL,MITAVIA,Latvia,f
4129,RAK Airways,,  ,RKM,RAKAIR,United Arab Emirates,f
4130,RWL Luftfahrtgesellschaft,,  ,RWL,RHEINTRAINER,Germany,f
4131,Rabbit-Air,,  ,RBB,RABBIT,Switzerland,f
4132,Race Cargo Airlines,,  ,ACE,Fastcargo,Ghana,f
4133,Rader Aviation,,  ,GBR,GREENBRIER AIR,United States,f
4134,Radixx Solutions International,,1D,   ,"",United States,f
4135,Raji Airlines,,  ,RAJ,RAJI,Pakistan,f
4136,Raleigh Flying Service,,  ,RFA,RALEIGH SERVICE,United States,f
4137,Ram Air Freight,,  ,REX,RAM EXPRESS,United States,f
4138,Ram Aircraft Corporation,,  ,RMT,RAM FLIGHT,United States,f
4139,Ramp 66,,  ,PPK,PELICAN,United States,f
4140,Rangemile Limited,,  ,RGM,RANGEMILE,United Kingdom,f
4141,Raslan Air Service,,  ,MWR,RASLAN,Egypt,f
4142,Rath Aviaton,,  ,RAQ,RATH AVIATION,Austria,f
4143,Ratkhan Air,,  ,CSM,LORRY,Kazakhstan,f
4144,Raven Air,,  ,RVR,RAVEN,United Kingdom,f
4145,Raven Air,,  ,RVN,RAVEN U-S,United States,f
4146,Ray Aviation,,  ,REI,RAY AVIATION,Israel,f
4147,Raya Jet,,  ,RYT,"",Jordan,f
4148,Raytheon Aircraft Company,,  ,RTN,RAYTHEON,United States,f
4149,Raytheon Corporate Jets,,  ,RCJ,NEWPIN,United Kingdom,f
4150,Raytheon Travel Air,,  ,KSS,KANSAS,United States,f
4151,Real Aero Club De Baleares,,  ,RCB,BALEARES,Spain,f
4152,Real Aero Club de Reus-Costa Dorado,,  ,CDT,AEROREUS,Spain,f
4153,Real Aeroclub De Ternerife,,  ,RCD,AEROCLUB,Spain,f
4154,Real Aviation,,  ,RLV,REAL,Ghana,f
4155,Rebus,,  ,REB,REBUS,Bulgaria,f
4156,Red Aviation,,  ,PSH,PASSION,United Kingdom,f
4157,Red Baron Aviation,,  ,RBN,RED BARON,United States,f
4158,Red Devils Parachute Display Team,,  ,DEV,RED DEVILS,United Kingdom,f
4159,Red Sea Aviation,,  ,RDV,RED AVIATION,Egypt,f
4160,Red Sky Ventures,,  ,RSV,RED SKY,Namibia,f
4161,Red Star,,  ,STR,STARLINE,United Arab Emirates,f
4162,Redhill Aviation,,8L,RHC,REDAIR,United Kingdom,f
4163,Reed Aviation,,  ,RAV,REED AVIATION,United Kingdom,f
4164,Reef Air,,  ,REF,REEF AIR,New Zealand,f
4165,Reem Air,,V4,REK,REEM AIR,Kyrgyzstan,f
4166,Reeve Aleutian Airways,,  ,RVV,REEVE,United States,f
4167,Regal Bahamas International Airways,,  ,RBH,CALYPSO,Bahamas,f
4168,Regency Airlines,,  ,RGY,REGENCY,United States,f
4169,Regent Air,,  ,RAH,REGENT,Canada,f
4170,Regio Air,,  ,RAG,GERMAN LINK,Germany,f
4171,Region Air,,  ,RGR,REGIONAIR,Canada,f
4172,Regional 1,,  ,TSH,TRANSCANADA,Canada,f
4173,Regional Air,,  ,RIL,"",Mauritania,f
4174,Regional Air Express,,  ,REW,REGIONAL WINGS,Germany,f
4175,Regional Air Lines,,  ,RGL,MAROC REGIONAL,Morocco,f
4176,Regional Air Services,,  ,REG,REGIONAL SERVICES,Tanzania,f
4179,Regional Geodata Air,,  ,JJM,GEODATA,Spain,f
4190,Resort Air,,  ,RST,RESORT AIR,United States,f
4191,Rhoades Aviation,,  ,RDS,RHOADES EXPRESS,United States,f
4192,Riau Airlines,,  ,RIU,RIAU AIR,Indonesia,f
4193,Rich International Airways,,  ,RIA,RICHAIR,United States,f
4194,Richards Aviation,,  ,RVC,RIVER CITY,United States,f
4195,Richardson's Airway,,  ,RIC,RICHARDSON,United States,f
4196,Richland Aviation,,  ,RCA,RICHLAND,United States,f
4197,Rick Lucas Helicopters,,  ,HPR,HELIPRO,New Zealand,f
4198,Rico Linhas A,,C7,RLE,RICO,Brazil,f
4199,Ridder Avia,,  ,RID,AKRID,Kazakhstan,f
4200,Riga Airclub,,  ,RAK,SPORT CLUB,Latvia,f
4201,Rijnmond Air Services,,  ,RAZ,RIJNMOND,Netherland,f
4202,Rikspolisstyrelsen,,  ,POL,"",Sweden,f
4203,Rimrock Airlines,,  ,RIM,RIMROCK,United States,f
4204,Rio Air Express,,  ,SKA,RIO EXPRESS,Brazil,f
4205,Rio Airways,,  ,REO,RIO,United States,f
4206,Rio Grande Air,,E2,GRN,GRANDE,United States,f
4207,Rio Sul Servi,,SL,RSL,RIO SUL,Brazil,f
4208,River Ministries Air Charter,,  ,RVM,RIVER,South Africa,f
4209,River State Government of Nigeria,,  ,RGP,GARDEN CITY,Nigeria,f
4210,Rivne Universal Avia,,  ,UNR,RIVNE UNIVERSAL,Ukraine,f
4211,Roadair Lines,,  ,RDL,ROADAIR,Canada,f
4212,Robinton Aero,,  ,RBT,ROBIN,Dominican Republic,f
4213,Roblex Aviation,,  ,ROX,ROBLEX,United States,f
4214,Rockwell Collins Avionics,,  ,RKW,ROCKWELL,United States,f
4215,Rocky Mountain Airlines,,  ,ROC,"",Canada,f
4216,Rocky Mountain Airways,,  ,RMA,ROCKY MOUNTAIN,United States,f
4217,Rocky Mountain Holdings,,  ,LIF,LIFECARE,United States,f
4218,Rodze Air,,  ,RDZ,RODZE AIR,Nigeria,f
4219,Rog-Air,,  ,FAD,AIR FRONTIER,Canada,f
4220,Rollright Aviation,,  ,RRZ,ROLLRIGHT,United Kingdom,f
4221,Rolls-Royce Limited,,  ,RRL,MERLIN,United Kingdom,f
4222,Rolls-Royce plc,,  ,BTU,ROLLS,United Kingdom,f
4223,Romanian Air Force,,  ,ROF,ROMAF,Romania,f
4224,Romavia,,  ,RMV,AEROMAVIA,Romania,f
4225,Ronso,,  ,RNS,RONSO,Mexico,f
4226,Roraima Airways,,  ,ROR,RORAIMA,Guyana,f
4227,Rosneft-Baltika,,  ,RNB,ROSBALT,Russia,f
4228,Ross Aviation,,  ,NRG,ENERGY,United States,f
4229,Rossair,,  ,RFS,"",Australia,f
4230,Rossair,,  ,RSS,ROSS CHARTER,South Africa,f
4231,Rossair Europe,,  ,ROS,CATCHER,Netherlands,f
4233,Roswell Airlines,,  ,RAL,ROSWELL,United States,f
4235,Rotatur,,  ,RTR,ROTATUR,Brazil,f
4236,Rotormotion,,  ,RKT,ROCKET,United Kingdom,f
4237,Rotterdam Jet Center,,  ,JCR,ROTTERDAM JETCENTER,Netherlands,f
4238,Rover Airways International,,  ,ROV,ROVERAIR,United States,f
4239,Rovos Air,,  ,VOS,ROVOS,South Africa,f
4240,Royal Air Cargo,,  ,RCG,ROYAL CARGO,South Africa,f
4241,Royal Air Force,,RR,RFR,RAFAIR,United Kingdom,f
4242,Royal Air Force of Oman,,RS,MJN,MAJAN,Oman,f
4243,Royal Air Force,,  ,ACW,AIR CADET,United Kingdom,f
4244,Royal Air Force,,  ,RRR,ASCOT,United Kingdom,f
4245,Royal Air Force,,  ,RRF,KITTY,United Kingdom,f
4246,Royal Air Force,,  ,SHF,VORTEX,United Kingdom,f
4247,Royal Air Freight,,  ,RAX,AIR ROYAL,United States,f
4249,Royal Airlines,,R0,RPK,ROYAL PAKISTAN,Pakistan,f
4250,Royal American Airways,,  ,RLM,ROYAL AMERICAN,United States,f
4251,Royal Aruban Airline,,V5,RYL,ROYAL ARUBAN,Aruba,f
4252,Royal Australian Air Force,,  ,ASY,AUSSIE,Australia,f
4253,Royal Aviation Express,,  ,RXP,ROY EXPRESS,Canada,f
4254,Royal Bahrain Airlines,,  ,RYB,ROYAL BAHRAIN,Bahrain,f
4256,Royal Daisy Airlines,,  ,KDR,DARLINES,Uganda,f
4257,Royal Ghanaian Airlines,,  ,RGA,ROYAL GHANA,Ghana,f
4258,Royal Jet,,  ,ROJ,ROYALJET,United Arab Emirates,f
4260,Royal Jordanian Air Force,,  ,RJZ,JORDAN AIR FORCE,Jordan,f
4261,Royal Khmer Airlines,,RK,RKH,KHMER AIR,Cambodia,f
4262,Royal Malaysian Air Force,,  ,RMF,ANGKASA,Malaysia,f
4263,Royal Navy,,  ,NVY,NAVY,United Kingdom,f
4265,Royal Netherland Navy,,  ,NRN,NETHERLANDS NAVY,Netherlands,f
4266,Royal Netherlands Air Force,,  ,NAF,NETHERLANDS AIR FORCE,Netherlands,f
4267,Royal New Zealand Air Force,,  ,KIW,KIWI,New Zealand,f
4268,Royal Norwegian Air Force,,  ,NOW,NORWEGIAN,Norway,f
4269,Royal Oman Police,,  ,ROP,"",Oman,f
4271,Royal Rwanda Airlines,,  ,RRA,ROYAL RWANDA,Rwanda,f
4272,Royal Saudi Air Force,,  ,RSF,ARSAF,Saudi Arabia,f
4273,Royal Sky,,  ,RYS,ROYAL SKY,Thailand,f
4274,Royal Swazi National Airways,,  ,RSN,SWAZI NATIONAL,Swaziland,f
4275,Royal Tongan Airlines,,WR,HRH,TONGA ROYAL,Tonga,f
4276,Royal West Airlines,,  ,RWE,ROYAL WEST,United States,f
4277,Rubystar,,  ,RSB,RUBYSTAR,Belarus,f
4306,Sky Way Air,,  ,SAB,SKY WORKER,Kyrgyzstan,f
4307,SASCO Airlines,,  ,SAC,SASCO,Sudan,f
4308,Republic of Singapore Air Force,,  ,SAF,SINGA,Singapore,f
4309,SOS Flygambulans,,  ,SAG,MEDICAL AIR,Sweden,f
4310,Sayakhat Airlines,,  ,SAH,SAYAKHAT,Kazakhstan,f
4312,Golden Eagle Air Services (FAA),,  ,SAJ,SAJEN,Canada,f
4313,Red Arrows Display Squadron,,  ,SAK,RED ARROWS,United Kingdom,f
4314,SAM Colombia,,MM,SAM,SAM,Colombia,f
4315,Servicios Aereos Nacionales (SAN),,  ,SAN,AEREOS,Ecuador,f
4316,Sahel Aviation Service,,  ,SAO,SAVSER,Mali,f
4317,Secretaria de Marina,,  ,ANX,SECRETARIA DEMARINA,Mexico,f
4318,Springbank Aviation,,  ,SAQ,SPRINGBANK,Canada,f
4320,Samal Air,,  ,SAV,"",Kazakhstan,f
4321,Sham Wing Airlines,,  ,SAW,SHAMWING,Syrian Arab Republic,f
4322,Sabah Air,,  ,SAX,SABAH AIR,Malaysia,f
4324,Swiss Air-Ambulance,,  ,SAZ,SWISS AMBULANCE,Switzerland,f
4325,STA-MALI,,  ,SBA,STA-MALI,Mali,f
4326,Steinman Aviation,,  ,SBB,SABER EXPRESS,United States,f
4327,Seven Bar Flying Service,,  ,SBF,S-BAR,United States,f
4328,Sabre Incorporated,,  ,SBG,"",United States,f
4330,Sobel Airlines of Ghana,,  ,SBL,SOBGHANA,Ghana,f
4331,Sky Bahamas,,  ,SBM,SKY BAHAMAS,Bahamas,f
4332,Stabo Air,,  ,SBO,STABAIR,Zambia,f
4333,Smithkline Beacham Clinical Labs,,  ,SBQ,SKIBBLE,United States,f
4334,Saber Aviation,,  ,SBR,FREIGHTER,United States,f
4336,Saint Barth Commuter,,  ,SBU,BLACK FIN,France,f
4337,Star Air,,  ,URJ,STARAV,Pakistan,f
4338,Scibe Airlift,,  ,SBZ,SCIBE AIRLIFT,Democratic Republic of the Congo,f
4339,Spanish Air Force,,  ,AME,AIRMIL,Spain,f
4340,South Central Air,,  ,SCA,SOUTH CENTRAL,United States,f
4341,Seacoast Airlines,,  ,SCC,SEA-COASTER,United States,f
4343,Socofer,,  ,SCF,SOCOFER,Angola,f
4344,Servicios Aereos San Cristobal,,  ,SCI,SAN CRISTOBAL,Mexico,f
4345,Sky Cam,,  ,SCK,SKYCAM,France,f
4346,Switfair Cargo,,  ,SCL,SWIFTAIR,Canada,f
4347,South American Airlines,,  ,SCN,SOUTH AMERICAN,Peru,f
4348,Servicios Aereos de Chihuahua Aerochisa,,  ,AHI,AEROCHISA,Mexico,f
4350,Sunbird Airlines,,  ,CDL,CAROLINA,United States,f
4351,Scorpio,,  ,SCP,SCORPIO,Egypt,f
4352,Si-Chang Flying Service,,  ,SCR,SICHART,Thailand,f
4353,South African Non Scheduled Airways,,  ,SCS,SOUTHERN CHARTERS,South Africa,f
4354,SAAB-Aircraft,,  ,SCT,SAAB-CRAFT,Sweden,f
4355,Servicios Aereos Del Centro,,  ,SCV,SACSA,Mexico,f
4357,St. Andrews Airways,,  ,SDA,SAINT ANDREWS,Canada,f
4358,Sukhoi Design Bureau Company,,  ,SDB,SU-CRAFT,Russia,f
4359,Sunrise Airlines,,  ,SDC,SUNDANCE,United States,f
4360,Skymaster Air Taxi,,  ,SDD,SKY DANCE,United States,f
4361,Sundorph Aeronautical Corporation,,  ,SDF,SUNDORPH,United States,f
4362,Servicio De Helicopteros,,  ,SDH,ARCOS,Spain,f
4363,SADELCA - Sociedad Aerea Del Caqueta,,  ,SDK,SADELCA,Colombia,f
4364,Skydrift,,  ,SDL,SKYDRIFT,United Kingdom,f
4365,Spirit of Africa Airlines,,  ,SDN,BLUE NILE,Sudan,f
4366,Sud Airlines,,  ,SDU,SUD LINES,France,f
4367,Servicios Aereos Del Vaupes,,  ,SDV,SELVA,Colombia,f
4368,Servicio Tecnico Aero De Mexico,,  ,SDX,SERVICIO TECNICO,Mexico,f
4369,Sudan Pezetel for Aviation,,  ,SDZ,SUDANA,Sudan,f
4371,Servicios Aereos Luce,,  ,SEB,SERVILUCE,Mexico,f
4372,Sedona Air Center,,  ,SED,SEDONA AIR,United States,f
4373,Shaheen Air Cargo,,  ,SEE,SHAHEEN CARGO,Pakistan,f
4376,Skyjet,,  ,SEK,SKALA,Kazakhstan,f
4387,Sun Freight Logistics,,  ,SFG,AERO GULF,Thailand,f
4389,Southflight Aviation,,  ,SFL,SOUTHFLIGHT,New Zealand,f
4390,Safiran Airlines,,  ,SFN,SAFIRAN,Iran,f
4391,Safe Air,,  ,SFP,SAFE AIR,Pakistan,f
4392,Safair,,FA,SFR,CARGO,South Africa,f
4393,Southern Frontier Air Transport,,  ,SFS,SOUTHERN FRONTIER,Canada,f
4394,Skyfreight,,  ,SFT,SKYFREIGHT,United States,f
4395,Solent Flight,,  ,SFU,SAINTS,United Kingdom,f
4396,S.K. Logistics,,  ,SFX,SWAMP FOX,United States,f
4397,Sky King,,  ,SGB,SONGBIRD,United States,f
4398,Southern Right Air Charter,,  ,SGC,SOUTHERNRIGHT,South Africa,f
4399,Sky Gate International Aviation,,  ,SGD,AIR BISHKEK,Kyrgyzstan,f
4400,STAC Swiss Government Flights,,  ,SGF,STAC,Switzerland,f
4401,Servisair,,  ,SGH,SERVISAIR,United Kingdom,f
4402,Servicios Aereos Agricolas,,  ,SGI,SERAGRI,Chile,f
4403,Skyward Aviation,,  ,SGK,SKYWARD,Canada,f
4404,Sky Aircraft Service,,  ,SGM,SIGMA,Netherlands,f
4405,Siam GA,,  ,SGN,SIAM,Thailand,f
4406,Sagolair Transportes Ejecutivos,,  ,SGP,SAGOLAIR,Spain,f
4407,Saskatchewan Government Executive Air Service,,  ,SGS,SASKATCHEWAN,Canada,f
4408,Skygate,,  ,SGT,SKYGATE,Netherlands,f
4409,Samgau,,  ,SGU,RAUSHAN,Kazakhstan,f
4410,Saga Airlines,,  ,SGX,"",Turkey,f
4412,Shabair,,  ,SHB,SHABAIR,Democratic Republic of the Congo,f
4413,Sky Harbor Air Service,,  ,SHC,SKY HARBOR CHEYENNE,United States,f
4415,Shell Aircraft,,  ,SHE,SHELL,United Kingdom,f
4416,Shoprite Group,,  ,SHG,SHOP AIR,United Kingdom,f
4417,Seoul Air International,,  ,SHI,SEOUL AIR,Republic of Korea,f
4418,Sharjah Ruler's Flight,,  ,SHJ,SHARJAH,United Arab Emirates,f
4419,Shorouk Air,,  ,SHK,"",Egypt,f
4420,Samson Aviation,,  ,SHL,SAMSON,United Kingdom,f
4421,Sheltam Aviation,,  ,SHM,SHELTAM,South Africa,f
4422,Shaheen Airport Services,,  ,SHN,SUGAR ALFA,Pakistan,f
4423,Sheremetyevo-Cargo,,  ,SHO,"",Russia,f
4424,Service Aerien Francais,,  ,SHP,SAF,France,f
4425,Shanghai Airlines Cargo,,  ,SHQ,SHANGHAI CARGO,China,f
4426,Shooter Air Courier,,  ,SHR,SHOOTER,Canada,f
4427,Shura Air Transport Services,,  ,SHS,SHURA AIR,Ethiopia,f
4428,Sakhalinskie Aviatrassy (SAT),,  ,SHU,SATAIR,Russia,f
4430,Scorpio Aviation,,8S,   ,"","",f
4431,Shavano Air,,  ,SHV,SHAVANO,United States,f
4432,Shawnee Airline,,  ,SHW,SHAWNEE,United States,f
4433,Slim Aviation Services,,  ,SHX,SLIM AIR,Nigeria,f
4434,Sky Airlines,,  ,SHY,ANTALYA BIRD,Turkey,f
4437,Sierra Express,,  ,SIE,SEREX,United States,f
4439,Seco International,,  ,SIJ,"",Japan,f
4440,Servicios Aeronauticos Integrales,,  ,SIL,SERVICIOS INTEGRALES,Mexico,f
4441,Star Air,,  ,SIM,"",Sierra Leone,f
4442,Sirio,,  ,SIO,SIRIO,Italy,f
4443,Salair,,  ,SIR,SALAIR,United States,f
4444,Saber Airlines,,  ,SIS,"",Egypt,f
4445,SITA,,XS,SIT,"",Belgium,f
4446,Slovenian Armed Forces,,  ,SIV,SLOVENIAN,Slovenia,f
4447,Sirio Executive,,  ,SIW,SIRIO EXECUTIVE,Italy,f
4448,Servicios Aereos Especiales De Jalisco,,  ,SJA,SERVICIOJAL,Mexico,f
4449,Servicios Ejecutivos Continental,,  ,SJC,SERVIEJECUTIVO,Mexico,f
4450,Sunair 2001,,  ,SJE,SUNBIZ,South Africa,f
4451,Spirit Aviation,,  ,SJJ,SPIRIT JET,United States,f
4452,Servicios Especiales Del Pacifico Jalisco,,  ,SJL,SERVICIOS JALISCO,Mexico,f
4453,Swiss Jet,,  ,SJT,SWISS JET,Switzerland,f
4456,Southern Jersey Airways,,  ,ALC, Inc.,ACOM,f
4457,SPASA,,  ,SPS,SALDUERO,Spain,f
4458,Speed Aviation,,  ,SPT,SPEED AVIATION,Bangladesh,f
4459,Southeast Airmotive,,  ,SPU,SPUTTER,United States,f
4460,Servicios Privados De Aviacion,,  ,SPV,SERVICIOS PRIVADOS,Mexico,f
4461,Speedwings,,  ,SPW,SPEEDWING,Switzerland,f
4462,Service People Gesselschaft fur Charter und Service,,  ,SPX,"",Germany,f
4463,Slovak National Aeroclub,,  ,SQA,SLOVAK AEROCLUB,Slovakia,f
4465,Slovak Air Force,,  ,SQF,SLOVAK AIRFORCE,Slovakia,f
4466,Servicos De Alquiler,,  ,SQL,ALQUILER,Mexico,f
4467,Sair Aviation,,  ,SRA,SAIR,Canada,f
4468,Searca,,  ,SRC,SEARCA,Colombia,f
4470,Sky Work Airlines,SkyWork,SX,SRK,SKYFOX,Switzerland,f
4471,Swedline Express,,SM,SRL,Starline,Sweden,f
4472,Servicios Aeronauticos Aero Personal,,  ,SRL,SERVICIOS PERSONAL,Mexico,f
4473,Sirair,,  ,SRN,SIRAIR,Russia,f
4474,Servicios Aereos Ejecutivos Saereo,,  ,SRO,SAEREO,Ecuador,f
